Product Name,Description,URL,Page Number,Cleaned Description
rdme 🦉 Sync to ReadMe,Sync OpenAPI/Swagger (OAS) definitions and Markdown documentation from your GitHub repository to your ReadMe developer hub,https://github.com/marketplace/actions/rdme-sync-to-readme,36,sync openapiswagger oas definition markdown documentation github repository readme developer hub
dotnet-tests-report,Executes .NET (dotnet) tests within a GitHub Workflow and produces Tests Report.,https://github.com/marketplace/actions/dotnet-tests-report,36,executes net dotnet test within github workflow produce test report
Mirror to GitLab and run GitLab CI,"Automate mirroring of git commits to GitLab, trigger GitLab CI and post results back to GitHub",https://github.com/marketplace/actions/mirror-to-gitlab-and-run-gitlab-ci,36,automate mirroring git commits gitlab trigger gitlab ci post result back github
Setup WSL,WSL Setup GitHub Action,https://github.com/marketplace/actions/setup-wsl,36,wsl setup github action
Butler Push,Publish releases to Itch.io using Butler,https://github.com/marketplace/actions/butler-push,36,publish release itchio using butler
PR Title Checker,Checks if the PR Title follows contribution guidelines,https://github.com/marketplace/actions/pr-title-checker,36,check pr title follows contribution guideline
Enable Pull Request Automerge,A GitHub action to enable auto-merge on a pull request,https://github.com/marketplace/actions/enable-pull-request-automerge,36,github action enable automerge pull request
Contributors Action,A GitHub Action to report out contributors and contributions to a repository or organization,https://github.com/marketplace/actions/contributors-action,36,github action report contributor contribution repository organization
PHPUnit (php-actions),Run your PHPUnit tests in your Github Actions,https://github.com/marketplace/actions/phpunit-php-actions,36,run phpunit test github action
Setup Alpine Linux environment,Set up a chroot-based Alpine Linux environment and optionally QEMU user emulator for non-x86 architectures.,https://github.com/marketplace/actions/setup-alpine-linux-environment,36,set chrootbased alpine linux environment optionally qemu user emulator nonx architecture
rich-codex,Create rich code images for your docs,https://github.com/marketplace/actions/rich-codex,36,create rich code image doc
notfoundbot,Find and fix outgoing links,https://github.com/marketplace/actions/notfoundbot,36,find fix outgoing link
Semantic Release Action,Runs semantic-release. Respects .releaserc.js in your repo. Exports version variables for you to use in subsequent actions,https://github.com/marketplace/actions/semantic-release-action,36,run semanticrelease respect releasercjs repo export version variable use subsequent action
Debug action,Log the action s environment variables and event payload,https://github.com/marketplace/actions/debug-action,36,log action environment variable event payload
action-zip,This GitHub action exposes the zip command for use in building/archiving,https://github.com/marketplace/actions/action-zip,37,github action expose zip command use buildingarchiving
maven-settings-action,Prepare maven settings.xml,https://github.com/marketplace/actions/maven-settings-action,37,prepare maven settingsxml
Label Actions,"Perform actions when issues, pull requests or discussions are labeled or unlabeled",https://github.com/marketplace/actions/label-actions,37,perform action issue pull request discussion labeled unlabeled
Terraform security scan,Scan your terraform code with tfsec,https://github.com/marketplace/actions/terraform-security-scan,37,scan terraform code tfsec
Frogo-Keyboard-Open-Source,Full and Clear Documentation,https://github.com/marketplace/actions/frogo-keyboard-open-source,37,full clear documentation
bumpgen,handle breaking changes from dependency upgrades,https://github.com/marketplace/actions/bumpgen,37,handle breaking change dependency upgrade
Install LLVM and Clang,Downloads and installs LLVM and Clang binaries,https://github.com/marketplace/actions/install-llvm-and-clang,37,downloads installs llvm clang binary
Azure Container Registry Login,Log in to Azure Container Registry (ACR) or any private container registry,https://github.com/marketplace/actions/azure-container-registry-login,37,log azure container registry acr private container registry
Eleventy Action,Build your Eleventy-based static website,https://github.com/marketplace/actions/eleventy-action,37,build eleventybased static website
golang-govulncheck-action,Run govulncheck,https://github.com/marketplace/actions/golang-govulncheck-action,37,run govulncheck
ftp-action,Automate copying your files via FTP using this GitHub action,https://github.com/marketplace/actions/ftp-action,37,automate copying file via ftp using github action
cls3-action,Run cls3 in GitHub Actions,https://github.com/marketplace/actions/cls3-action,37,run cl github action
Discord Message Notify,Sending a Discord message,https://github.com/marketplace/actions/discord-message-notify,37,sending discord message
reviewdog-suggester: Suggest any code changes based on diff with reviewdog,🐶 Suggest any code changes based on diff through GitHub Multi-line code suggestions,https://github.com/marketplace/actions/reviewdog-suggester-suggest-any-code-changes-based-on-diff-with-reviewdog,37,suggest code change based diff github multiline code suggestion
Generate Plantuml,Generate uml diagrams with Plantuml Server and push them to your repository,https://github.com/marketplace/actions/generate-plantuml,37,generate uml diagram plantuml server push repository
clang-format Check,Use clang-format to see if your C/C++/Protobuf code is formatted according to project guidelines,https://github.com/marketplace/actions/clang-format-check,37,use clangformat see ccprotobuf code formatted according project guideline
markdownlint-cli2-action,A GitHub Action to run the markdownlint-cli2 tool for linting Markdown/CommonMark files with the markdownlint library,https://github.com/marketplace/actions/markdownlint-cli2-action,37,github action run markdownlintcli tool linting markdowncommonmark file markdownlint library
command-action,IssueOps commands in GitHub Actions,https://github.com/marketplace/actions/command-action,37,issueops command github action
